EntrezGeneID	Annotation	GOterms
SymbC1.scaffold7650.1.m1	NA	GO:0003777|GO:0005515|GO:0005871
SymbC1.scaffold7650.2.m1	fumarate reductase	
SymbC1.scaffold7651.2.m1	THUMP domain-containing 2	
SymbC1.scaffold7653.1.m1	NA	
SymbC1.scaffold7654.1.m1	hypothetical protein AK812_SmicGene22732	
SymbC1.scaffold7655.1.m1	NA	
SymbC1.scaffold7655.2.m1	NA	GO:0005515
SymbC1.scaffold7655.3.m1	NA	
SymbC1.scaffold7658.2.m1	Cytosine-specific methyltransferase	
SymbC1.scaffold7658.3.m1	Cytosine-specific methyltransferase	
SymbC1.scaffold7658.4.m1	poly-beta-1%2C6 N-acetyl-D-glucosamine synthase	
SymbC1.scaffold7658.5.m1	NA	
SymbC1.scaffold766.1.m1	peptidase C1	GO:0005509|GO:0006508|GO:0008234
SymbC1.scaffold766.5.m1	peptidase C1	GO:0006508|GO:0008234
SymbC1.scaffold7660.1.m1	E3 ubiquitin- ligase ZNRF3	
SymbC1.scaffold7661.1.m1	Multicopper oxidase mco	
SymbC1.scaffold7662.2.m1	ubiquinol:cytochrome c oxidoreductase 14 kDa subunit-containing	
SymbC1.scaffold7663.1.m1	Dynamin-related 4C	GO:0005525|GO:0005515
SymbC1.scaffold7663.2.m1	dynamin-related 4C-like	GO:0005525|GO:0005515|GO:0003924
SymbC1.scaffold7664.2.m1	EF hand	GO:0005509
SymbC1.scaffold7665.1.m1	GDP-mannose transporter GONST4	
SymbC1.scaffold7665.2.m1	GDP-mannose transporter GONST4	
SymbC1.scaffold7666.1.m1	NA	
SymbC1.scaffold7667.1.m1	NA	
SymbC1.scaffold7668.1.m1	amino acid permease	GO:0055085|GO:0022857|GO:0016020
SymbC1.scaffold767.3.m1	NA	
SymbC1.scaffold767.7.m1	NA	
SymbC1.scaffold767.8.m1	NA	
SymbC1.scaffold7670.1.m1	hypothetical protein AK812_SmicGene17524	
SymbC1.scaffold7672.1.m1	NA	
SymbC1.scaffold7672.2.m1	hypothetical protein AK812_SmicGene8260	
SymbC1.scaffold7673.2.m1	tubulin alpha chain	GO:0005525|GO:0003924|GO:0005200|GO:0005874|GO:0007017
SymbC1.scaffold7674.1.m1	NA	
SymbC1.scaffold7674.2.m1	COBW domain-containing 1	
SymbC1.scaffold7676.1.m1	Minor allergen Alt a 7	GO:0003955|GO:0010181
SymbC1.scaffold7676.2.m1	ribokinase xylose isomerase	GO:0004747|GO:0009045|GO:0006014
SymbC1.scaffold7677.3.m1	NA	
SymbC1.scaffold7677.4.m1	hypothetical protein AK812_SmicGene34459	
SymbC1.scaffold7678.2.m1	Glutathione S-transferase	GO:0046872
SymbC1.scaffold768.2.m1	NA	GO:0070072
SymbC1.scaffold768.3.m1	serine-type d-ala-d-ala carboxypeptidase	
SymbC1.scaffold768.4.m1	23S rRNA (adenine(1618)-N(6))-methyltransferase	GO:0005737|GO:0006364|GO:0008988
SymbC1.scaffold768.5.m1	High affinity cAMP-specific and IBMX-insensitive 3 ,5 -cyclic phosphodiesterase 8A	
SymbC1.scaffold7681.1.m1	hypothetical protein AK812_SmicGene7830	
SymbC1.scaffold7682.1.m1	NA	
SymbC1.scaffold7683.1.m1	Fucoxanthin-chlorophyll a-c binding chloroplastic	GO:0016020|GO:0009765
SymbC1.scaffold7684.1.m1	Retrovirus-related Pol poly from transposon TNT 1-94	GO:0003677
SymbC1.scaffold7684.3.m1	Ammonium transporter 2	GO:0008519|GO:0072488|GO:0016020
SymbC1.scaffold7685.1.m1	membrane-associated progesterone receptor	
SymbC1.scaffold7685.5.m1	NAD(P) FAD-dependent oxidoreductase	
SymbC1.scaffold7685.6.m1	pyruvate dehydrogenase (acetyl-transferring) homodimeric type	GO:0016491|GO:0005509|GO:0055114
SymbC1.scaffold7686.1.m1	NA	GO:0005515
SymbC1.scaffold7687.1.m1	WD repeat-containing 5-like	
SymbC1.scaffold7687.2.m1	NA	
SymbC1.scaffold7688.1.m1	NA	
SymbC1.scaffold7688.2.m1	Dolichyl-diphosphooligosaccharide-- glycosyltransferase subunit STT3	GO:0016020|GO:0006486|GO:0004576
SymbC1.scaffold7688.3.m1	Metal tolerance 3	
SymbC1.scaffold7689.1.m1	Copia protein	
SymbC1.scaffold769.1.m1	132 kDa	GO:0003723|GO:0003735|GO:0005840|GO:0006412
SymbC1.scaffold769.2.m1	hypothetical protein AK812_SmicGene18124	
SymbC1.scaffold769.3.m1	tRNA pseudouridine synthase mitochondrial	
SymbC1.scaffold7692.1.m1	NA	
SymbC1.scaffold7692.2.m1	NA	
SymbC1.scaffold7695.3.m1	RGS domain-containing serine threonine- kinase A	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold7696.1.m1	Alpha-amylase 1	
SymbC1.scaffold7696.3.m1	Glucan endo-1,3-beta-glucosidase	
SymbC1.scaffold7696.4.m1	FAD linked oxidase	GO:0071949|GO:0016491|GO:0008168|GO:0055114
SymbC1.scaffold7698.1.m1	histone-lysine N-methyltransferase SETD7	
SymbC1.scaffold7698.2.m1	eukaryotic initiation factor- subunit	GO:0003743|GO:0031369|GO:0006413|GO:0005852
SymbC1.scaffold77.1.m1	Cryptochrome chloroplastic mitochondrial	
SymbC1.scaffold77.2.m1	Retrovirus-related Pol poly from transposon TNT 1-94	GO:0005515
SymbC1.scaffold77.4.m1	NA	
SymbC1.scaffold77.5.m1	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	
SymbC1.scaffold77.6.m1	dynein heavy chain axonemal-like	GO:0003777|GO:0030286|GO:0007018
SymbC1.scaffold77.7.m1	Ciliary dynein heavy	GO:0003777|GO:0007018
SymbC1.scaffold770.1.m1	RHS repeat-associated core domain-containing	
SymbC1.scaffold7700.2.m1	Copia	
SymbC1.scaffold7701.1.m1	L-ascorbate peroxidase chloroplastic	
SymbC1.scaffold7702.1.m1	Modification methylase	GO:0008168
SymbC1.scaffold7703.1.m1	Calcium-dependent	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold7703.2.m1	calcium-dependent kinase CDPK5	GO:0005509
SymbC1.scaffold7704.1.m1	CBL-interacting serine threonine- kinase 12	GO:0005515
SymbC1.scaffold7705.1.m1	phosphate dikinase	
SymbC1.scaffold7705.2.m1	phosphate dikinase	
SymbC1.scaffold7705.3.m1	phosphate dikinase	
SymbC1.scaffold7707.1.m1	kinesin-	GO:0005524|GO:0003777|GO:0007018|GO:0008017
SymbC1.scaffold7708.1.m1	hypothetical protein AK812_SmicGene41034	
SymbC1.scaffold7709.1.m1	hypothetical protein AK812_SmicGene30852	
SymbC1.scaffold7709.2.m1	hypothetical protein AK812_SmicGene30852	
SymbC1.scaffold771.1.m1	Poly(U)-specific endoribonuclease	GO:0005515|GO:0006508|GO:0005576
SymbC1.scaffold771.10.m1	UDP-glucose 4-epimerase	
SymbC1.scaffold771.11.m1	Heat shock 70 kDa	
SymbC1.scaffold771.2.m1	NA	
SymbC1.scaffold771.5.m1	NA	
SymbC1.scaffold771.8.m1	NA	
SymbC1.scaffold771.9.m1	probable inactive glycosyltransferase 25 family member 3	
SymbC1.scaffold7711.1.m1	NA	
SymbC1.scaffold7711.2.m1	LINE-1 reverse transcriptase-like	
SymbC1.scaffold7713.1.m1	hypothetical protein AK812_SmicGene19270	
SymbC1.scaffold7716.2.m1	Major facilitator superfamily domain-containing 6	GO:0003676|GO:0015074
SymbC1.scaffold7717.1.m1	NA	
SymbC1.scaffold7717.2.m1	UPF0468 C16orf80-like	
SymbC1.scaffold772.1.m1	Coiled-coil domain-containing 65	GO:0005858|GO:0070286
SymbC1.scaffold772.4.m1	Coiled-coil domain-containing 65	GO:0005524|GO:0005858|GO:0070286|GO:0000049|GO:0004521
SymbC1.scaffold772.5.m1	[Skp1- ]-hydroxyproline N-acetylglucosaminyltransferase	
SymbC1.scaffold772.6.m1	c transferase	
SymbC1.scaffold7720.1.m1	translocase subunit chloroplastic	GO:0005524|GO:0006605|GO:0016020|GO:0017038
SymbC1.scaffold7720.2.m1	ATP-binding cassette sub-family A member 3	GO:0005524|GO:0042626|GO:0055085|GO:0016021
SymbC1.scaffold7721.1.m1	NA	
SymbC1.scaffold7723.1.m1	hypothetical protein AK812_SmicGene12658	GO:0003676
SymbC1.scaffold7723.3.m1	NEDD4-binding 2-like 2	
SymbC1.scaffold7723.4.m1	hypothetical protein AK812_SmicGene12658	GO:0003676
SymbC1.scaffold7724.1.m1	hypothetical protein AK812_SmicGene24760	GO:0005509
SymbC1.scaffold7724.2.m1	Methylmalonic aciduria and homocystinuria type D- mitochondrial	
SymbC1.scaffold7724.3.m1	NA	
SymbC1.scaffold7725.1.m1	abc transporter	
SymbC1.scaffold7725.2.m1	hypothetical protein AK812_SmicGene34356	
SymbC1.scaffold7726.1.m1	NA	
SymbC1.scaffold7726.2.m1	NA	
SymbC1.scaffold7728.3.m1	membrane mmpL11	
SymbC1.scaffold773.1.m1	hypothetical protein AK812_SmicGene34387	
SymbC1.scaffold773.5.m1	Aurora kinase A	
SymbC1.scaffold773.8.m1	NA	
SymbC1.scaffold7731.1.m1	Novobiocin biosynthesis H	
SymbC1.scaffold7733.1.m1	NA	
SymbC1.scaffold7737.2.m1	NA	
SymbC1.scaffold7737.3.m1	NA	
SymbC1.scaffold7737.4.m1	hypothetical protein AK812_SmicGene17871	
SymbC1.scaffold7738.1.m1	RNA methyltransferase CT0009	
SymbC1.scaffold7738.3.m1	Diatom spindle kinesin-1	GO:0005524|GO:0003777|GO:0007018|GO:0008017
SymbC1.scaffold7739.1.m1	Carbonic anhydrase 2	GO:0008270|GO:0004089
SymbC1.scaffold7739.2.m1	Carbonic anhydrase 2	GO:0008270|GO:0004089
SymbC1.scaffold774.1.m1	hypothetical protein AK812_SmicGene3693	
SymbC1.scaffold774.3.m1	Calmodulin	GO:0005509
SymbC1.scaffold774.4.m1	ABC transporter B family member chloroplastic-like	GO:0005524|GO:0042626|GO:0005515|GO:0055085|GO:0016021
SymbC1.scaffold7741.1.m1	NA	
SymbC1.scaffold7742.1.m1	NA	
SymbC1.scaffold7743.1.m1	Neurofilament heavy polypeptide	
SymbC1.scaffold7745.1.m1	class I SAM-dependent methyltransferase	
SymbC1.scaffold7745.2.m1	NA	
SymbC1.scaffold7746.1.m1	Lipase	
SymbC1.scaffold7747.1.m1	NA	
SymbC1.scaffold7748.1.m1	NA	
SymbC1.scaffold7748.2.m1	extracellular nuclease	
SymbC1.scaffold775.5.m1	hypothetical protein AK812_SmicGene3466	
SymbC1.scaffold775.6.m1	NA	
SymbC1.scaffold775.8.m1	NA	
SymbC1.scaffold7750.1.m1	Retrovirus-related Pol poly from type-1 retrotransposable element R2	GO:0003676|GO:0008270|GO:0015074
SymbC1.scaffold7751.1.m1	ammonium transporter 3	
SymbC1.scaffold7752.1.m1	NA	GO:0046872
SymbC1.scaffold7752.2.m1	Heat shock sti1-like	GO:0003676|GO:0015074
SymbC1.scaffold7755.1.m1	Ras-like GTP-binding YPT1	GO:0005525|GO:0003924
SymbC1.scaffold7757.1.m1	Sodium channel type 4 subunit alpha A	
SymbC1.scaffold7758.1.m1	NA	
SymbC1.scaffold7758.2.m1	tRNA 2 -phosphotransferase 1	GO:0003677|GO:0006310|GO:0015074
SymbC1.scaffold7759.1.m1	hypothetical protein AK812_SmicGene34621	
SymbC1.scaffold776.1.m1	Aspartic ase nepenthesin-1	GO:0004190|GO:0006508
SymbC1.scaffold776.10.m1	NA	
SymbC1.scaffold776.11.m1	hypothetical protein AK812_SmicGene41035	GO:0004725|GO:0016311|GO:0008138
SymbC1.scaffold776.12.m1	hypothetical protein AK812_SmicGene12655	
SymbC1.scaffold776.13.m1	ATP-dependent DNA helicase PIF1	
SymbC1.scaffold776.14.m1	Potassium voltage-gated channel eag	GO:0005216|GO:0006811|GO:0055085|GO:0016020
SymbC1.scaffold776.15.m1	[Pyruvate dehydrogenase (acetyl-transferring)] mitochondrial	
SymbC1.scaffold776.16.m1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	
SymbC1.scaffold776.17.m1	fructose-bisphosphate aldolase-lysine N- chloroplastic isoform X1	GO:0005515
SymbC1.scaffold776.18.m1	hypothetical protein AK812_SmicGene43591	
SymbC1.scaffold776.2.m1	hypothetical protein AK812_SmicGene21724	
SymbC1.scaffold776.21.m1	NA	
SymbC1.scaffold776.22.m1	Saccharopine dehydrogenase Homospermidine synthase	GO:0016491|GO:0055114
SymbC1.scaffold776.23.m1	tubulin polyglutamylase TTLL6 isoform X1	GO:0006464
SymbC1.scaffold776.24.m1	Zinc finger CCCH domain-containing 59	
SymbC1.scaffold776.25.m1	Zinc finger CCCH domain-containing 59	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold776.26.m1	family hydrolase	GO:0008239
SymbC1.scaffold776.27.m1	Zinc finger CCCH domain-containing 64	
SymbC1.scaffold776.28.m1	Zinc finger CCCH domain-containing 64	GO:0003779|GO:0005622
SymbC1.scaffold776.4.m1	CAM CDPK	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold776.5.m1	dimethlysulfonioproprionate lyase 7-like	GO:0005515
SymbC1.scaffold776.6.m1	ABC transporter ATP-binding	GO:0016887|GO:0005524
SymbC1.scaffold776.7.m1	domain-containing 1	GO:0031207|GO:0031204
SymbC1.scaffold776.8.m1	hypothetical protein AK812_SmicGene35378	GO:0003676
SymbC1.scaffold7761.1.m1	Receptor-interacting serine threonine- kinase 4	
SymbC1.scaffold7764.1.m1	unknown	
SymbC1.scaffold7764.2.m1	Serine threonine- kinasePKR2	GO:0005515|GO:0006508|GO:0005576|GO:0016787
SymbC1.scaffold7769.1.m1	ABC transporter F family member 5	
SymbC1.scaffold7769.2.m1	Telomerase Cajal body 1	
SymbC1.scaffold7769.3.m1	hypothetical protein AK812_SmicGene6027	
SymbC1.scaffold777.1.m1	Eukaryotic translation initiation factor isoform 4G-2	GO:0008168
SymbC1.scaffold777.2.m1	hypothetical protein AK812_SmicGene19351	
SymbC1.scaffold777.4.m1	hypothetical protein AK812_SmicGene19350	
SymbC1.scaffold777.5.m1	NA	
SymbC1.scaffold7771.1.m1	NA	GO:0005515
SymbC1.scaffold7772.1.m1	C2 domain	GO:0006355
SymbC1.scaffold7772.2.m1	Pentafunctional AROM polypeptide	
SymbC1.scaffold7772.3.m1	Pentafunctional AROM polypeptide	GO:0003830|GO:0009073|GO:0003856|GO:0005737|GO:0016020|GO:0006487
SymbC1.scaffold7772.4.m1	transferase	GO:0003824
SymbC1.scaffold7775.1.m1	hypothetical protein AK812_SmicGene18646	GO:0015165|GO:0016021|GO:0000139|GO:0090481
SymbC1.scaffold7776.1.m1	hypothetical protein AK812_SmicGene5622	
SymbC1.scaffold7778.1.m1	LRR receptor-like serine threonine- kinase FLS2	
SymbC1.scaffold7778.2.m1	NA	
SymbC1.scaffold7778.3.m1	Calcium-binding 1	GO:0005509
SymbC1.scaffold7778.4.m1	NA	
SymbC1.scaffold7779.1.m1	NA	
SymbC1.scaffold778.3.m1	NA	
SymbC1.scaffold778.4.m1	DNA (cytosine-5-)-methyltransferase family	GO:0008168
SymbC1.scaffold778.5.m1	hypothetical protein AK812_SmicGene1421	
SymbC1.scaffold778.6.m1	NA	
SymbC1.scaffold7780.1.m1	hypothetical protein AK812_SmicGene40450	
SymbC1.scaffold7781.1.m1	Shaggy-related kinase zeta	
SymbC1.scaffold7781.2.m1	Ubiquitin carboxyl-terminal hydrolase 8	
SymbC1.scaffold7781.3.m1	GTP pyrophosphokinase	
SymbC1.scaffold7781.6.m1	NA	
SymbC1.scaffold7783.1.m1	NA	
SymbC1.scaffold7783.2.m1	alanine aminotransferase 2	GO:0030170|GO:0003824|GO:0009058
SymbC1.scaffold7786.1.m1	Transposon Ty1-NL2 Gag-Pol poly	
SymbC1.scaffold7787.1.m1	Caroteno-chlorophyll a-c-binding	GO:0016020|GO:0009765
SymbC1.scaffold7788.1.m1	nicotinamide N-methyltransferase	
SymbC1.scaffold779.1.m1	sphingosine kinase	
SymbC1.scaffold779.2.m1	NA	
SymbC1.scaffold779.4.m1	CRAL TRIO domain-containing	
SymbC1.scaffold779.5.m1	NA	
SymbC1.scaffold7790.1.m1	Multidrug and toxin extrusion 1	GO:0006855|GO:0015297|GO:0016020|GO:0015238
SymbC1.scaffold7791.1.m1	NA	
SymbC1.scaffold7791.3.m1	hypothetical protein AK812_SmicGene18426	GO:0003676|GO:0008270
SymbC1.scaffold7792.1.m1	NA	GO:0046872
SymbC1.scaffold7793.1.m1	NA	GO:0003777|GO:0005515|GO:0005871
SymbC1.scaffold7793.2.m1	SAM-dependent methyltransferase	GO:0008168|GO:0032259
SymbC1.scaffold7796.1.m1	cupin domain-containing	
SymbC1.scaffold7796.2.m1	132 kDa	
SymbC1.scaffold7797.1.m1	Extracellular signal-regulated kinase 1	GO:0005524|GO:0004707|GO:0006468
SymbC1.scaffold7797.3.m1	Arylsulfatase B	GO:0005509
SymbC1.scaffold7797.4.m1	NA	
SymbC1.scaffold7798.1.m1	NA	
SymbC1.scaffold7799.1.m1	Malonyl- -acyl carrier mitochondrial	
SymbC1.scaffold78.1.m1	calcium-activated outward-rectifying potassium channel 1	GO:0046872|GO:0030001
SymbC1.scaffold78.2.m1	BTB POZ domain-containing	
SymbC1.scaffold78.3.m1	serine threonine kinase	GO:0005515
SymbC1.scaffold78.4.m1	vacuolar sorting-associated 13A	
SymbC1.scaffold780.3.m1	TIGR01906 family membrane	
SymbC1.scaffold7800.1.m1	phosphatase 2C 55	
SymbC1.scaffold7800.2.m1	Thioredoxin domain-containing	
SymbC1.scaffold7800.3.m1	Chaperone chloroplastic	GO:0005524|GO:0019538
SymbC1.scaffold7800.4.m1	Mitogen-activated kinase kinase kinase 7	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold7801.1.m1	class I SAM-dependent methyltransferase	
SymbC1.scaffold7802.1.m1	Ankyrin repeat and sterile alpha motif domain-containing 1B	GO:0005515
SymbC1.scaffold7802.3.m1	,type I restriction enzyme subunit helicase,DNA phosphorothioation system restriction enzyme,Helicase associated domain	GO:0003677|GO:0005524|GO:0016787
SymbC1.scaffold7804.1.m1	Hydroxymethylglutaryl- synthase	GO:0015693|GO:0016021|GO:0015095
SymbC1.scaffold7805.2.m1	hypothetical protein AK812_SmicGene8587	
SymbC1.scaffold7807.1.m1	Sodium potassium calcium exchanger 2	GO:0003677|GO:0006310|GO:0015074
SymbC1.scaffold7808.1.m1	NA	
SymbC1.scaffold7808.2.m1	major facilitator superfamily	GO:0055085|GO:0016021
SymbC1.scaffold7809.1.m1	E3 ubiquitin- ligase HERC6	
SymbC1.scaffold781.1.m1	Fragile X mental retardation syndrome-related 2	GO:0006417|GO:0003729
SymbC1.scaffold781.2.m1	Ribosome-binding 1	
SymbC1.scaffold7811.1.m1	NA	
SymbC1.scaffold7811.2.m1	NA	
SymbC1.scaffold7811.3.m1	NA	
SymbC1.scaffold7811.4.m1	NA	GO:0005887|GO:0030171|GO:1902600
SymbC1.scaffold7811.5.m1	hypothetical protein AK812_SmicGene38322	
SymbC1.scaffold7811.6.m1	NA	
SymbC1.scaffold7812.1.m1	Protochlorophyllide chloroplastic	
SymbC1.scaffold7813.1.m1	hypothetical protein SDRG_15352	GO:0005515
SymbC1.scaffold7813.2.m1	50S ribosomal L16	
SymbC1.scaffold7814.1.m1	Neuferricin	
SymbC1.scaffold7816.2.m1	Kinase D-interacting substrate of 220 kDa	
SymbC1.scaffold7817.1.m1	nuclear transport factor 2 family	
SymbC1.scaffold7819.1.m1	Cathepsin B-like cysteine ase 5	GO:0005515
SymbC1.scaffold782.1.m1	NA	
SymbC1.scaffold782.4.m1	Intraflagellar transport 46-like	
SymbC1.scaffold782.6.m1	30S ribosomal S6	
SymbC1.scaffold782.8.m1	serine threonine phosphatase	GO:0016787
SymbC1.scaffold7820.1.m1	NA	
SymbC1.scaffold7821.1.m1	ribosomal RNA-processing 7 homolog A-like	GO:0003676
SymbC1.scaffold7822.2.m1	EF-hand domain-containing 1	
SymbC1.scaffold7823.2.m1	Tyrosine-specific transport 1	
SymbC1.scaffold7824.1.m1	E3 ubiquitin- ligase HERC4	
SymbC1.scaffold7824.2.m1	NA	
SymbC1.scaffold7826.2.m1	NA	
SymbC1.scaffold7828.1.m1	hypothetical protein AK812_SmicGene12028	
SymbC1.scaffold7829.1.m1	Digestive cysteine ase 2	GO:0016491|GO:0055114
SymbC1.scaffold783.1.m1	NA	
SymbC1.scaffold783.4.m1	NA	
SymbC1.scaffold7830.1.m1	DNA topoisomerase II	GO:0003677|GO:0005524|GO:0003918|GO:0006265
SymbC1.scaffold7830.2.m1	rRNA pseudouridine synthase	GO:0001522|GO:0003723|GO:0009982
SymbC1.scaffold7832.1.m1	nose resistant to fluoxetine 6	GO:0016747
SymbC1.scaffold7833.1.m1	SUPPRESSOR OF FRI 4	
SymbC1.scaffold7834.1.m1	MAP3K epsilon kinase 1-like isoform X1	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold7835.1.m1	NA	
SymbC1.scaffold7836.1.m1	Vegetative incompatibility HET-E-1	GO:0005515
SymbC1.scaffold7838.1.m1	Poly(ADP-ribose) polymerase catalytic domain containing	GO:0003676
SymbC1.scaffold7839.1.m1	Pumilio-like 3	
SymbC1.scaffold7839.2.m1	NA	
SymbC1.scaffold784.1.m1	SNF2 super family	GO:0008168
SymbC1.scaffold784.2.m1	UTP--glucose-1-phosphate uridylyltransferase	GO:0005515|GO:0070569
SymbC1.scaffold784.3.m1	NA	
SymbC1.scaffold7840.1.m1	Potassium channel GORK	GO:0055085|GO:0022857|GO:0043190
SymbC1.scaffold7840.2.m1	Potassium voltage-gated channel subfamily H member 1	GO:0003677|GO:0006310|GO:0015074
SymbC1.scaffold7842.1.m1	hypothetical protein AK812_SmicGene42727, partial	
SymbC1.scaffold7842.3.m1	transmembrane	
SymbC1.scaffold7842.4.m1	NA	
SymbC1.scaffold7842.5.m1	NA	
SymbC1.scaffold7843.1.m1	Voltage-dependent L-type calcium channel subunit alpha-1C	GO:0005509
SymbC1.scaffold7844.1.m1	High affinity cAMP-specific and IBMX-insensitive 3 ,5 -cyclic phosphodiesterase 8A	
SymbC1.scaffold7844.2.m1	Transgelin-3	
SymbC1.scaffold7844.3.m1	Eukaryotic translation initiation factor isoform 4G-2	GO:0008168
SymbC1.scaffold7844.4.m1	Metal tolerance C1	GO:0046872
SymbC1.scaffold7845.1.m1	Glucokinase	
SymbC1.scaffold7845.2.m1	hypothetical protein AK812_SmicGene13379	
SymbC1.scaffold7846.1.m1	tip elongation aberrant 1 isoform X1	GO:0005515
SymbC1.scaffold7848.1.m1	NA	
SymbC1.scaffold785.1.m1	NA	
SymbC1.scaffold7850.1.m1	small gtp-binding	
SymbC1.scaffold7850.2.m1	tRNA 2 -phosphotransferase 1 isoform X1	GO:0006388|GO:0016772
SymbC1.scaffold7850.3.m1	Interferon-induced very large GTPase 1	
SymbC1.scaffold7851.3.m1	VWA domain-containing	
SymbC1.scaffold7851.7.m1	NA	GO:0003700|GO:0006355|GO:0006352
SymbC1.scaffold7852.1.m1	cAMP-specific 3 ,5 -cyclic phosphodiesterase	GO:0005515
SymbC1.scaffold7852.2.m1	NA	
SymbC1.scaffold7854.1.m1	Pentatricopeptide repeat-containing mitochondrial	
SymbC1.scaffold7854.2.m1	Trafficking particle complex subunit 8	
SymbC1.scaffold7854.5.m1	cAMP-specific 3 ,5 -cyclic phosphodiesterase	
SymbC1.scaffold7856.1.m1	FO synthase subunit 1	
SymbC1.scaffold7856.2.m1	FO synthase subunit 1	
SymbC1.scaffold7857.1.m1	Voltage-dependent T-type calcium channel subunit alpha-1I	
SymbC1.scaffold7857.2.m1	NA	
SymbC1.scaffold7859.1.m1	Acetate kinase	
SymbC1.scaffold7859.2.m1	NA	GO:0005515
SymbC1.scaffold7859.3.m1	RGS domain-containing serine threonine- kinase A	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold786.1.m1	NA	
SymbC1.scaffold786.2.m1	Copia	GO:0003676|GO:0008270|GO:0015074
SymbC1.scaffold786.3.m1	tubulin-tyrosine ligase family	GO:0006464
SymbC1.scaffold786.4.m1	guanylate cyclase soluble subunit beta-1-like	GO:0020037
SymbC1.scaffold786.5.m1	hypothetical protein AK812_SmicGene6514	
SymbC1.scaffold786.6.m1	ribosomal RPL3	GO:0003735|GO:0005840|GO:0006412
SymbC1.scaffold786.7.m1	rhodanese-related sulfurtransferase	
SymbC1.scaffold786.8.m1	Sec14 cytosolic factor	
SymbC1.scaffold7860.1.m1	hypothetical protein AK812_SmicGene42609	
SymbC1.scaffold7861.1.m1	putative calcium-binding protein	
SymbC1.scaffold7861.2.m1	hypothetical protein AK812_SmicGene739	
SymbC1.scaffold7862.1.m1	hypothetical protein AK812_SmicGene6463	
SymbC1.scaffold7863.2.m1	NA	
SymbC1.scaffold7864.1.m1	hypothetical protein AK812_SmicGene43655	
SymbC1.scaffold7864.2.m1	NA	
SymbC1.scaffold7864.3.m1	Peptidyl-prolyl cis-trans isomerase ESS1	
SymbC1.scaffold7864.4.m1	Peptidyl-prolyl cis-trans isomerase ESS1	GO:0003755
SymbC1.scaffold7865.1.m1	NA	
SymbC1.scaffold7866.1.m1	hypothetical protein AK812_SmicGene39523	
SymbC1.scaffold7866.3.m1	NA	
SymbC1.scaffold7866.4.m1	hypothetical protein AK812_SmicGene39525	
SymbC1.scaffold7868.1.m1	Small glutamine-rich tetratricopeptide repeat-containing beta	
SymbC1.scaffold787.1.m1	NA	
SymbC1.scaffold787.11.m1	Oxygen-insensitive NAD(P)H nitroreductase	GO:0005506|GO:0016705|GO:0055114|GO:0020037
SymbC1.scaffold787.12.m1	Oxygen-insensitive NAD(P)H nitroreductase	
SymbC1.scaffold787.14.m1	NA	
SymbC1.scaffold787.15.m1	hypothetical protein AK812_SmicGene2734	
SymbC1.scaffold787.2.m1	Double-strand break repair MRE11A	
SymbC1.scaffold787.3.m1	hypothetical protein AK812_SmicGene9886	
SymbC1.scaffold787.4.m1	CAMP-dependent kinase regulatory	
SymbC1.scaffold787.5.m1	phytanoyl-coa dioxygenase	
SymbC1.scaffold787.6.m1	Chromosome-associated kinesin KLP1	GO:0005524|GO:0003777|GO:0016757|GO:0006486|GO:0007018|GO:0008017
SymbC1.scaffold787.7.m1	Pre-mRNA-processing factor 17	
SymbC1.scaffold787.8.m1	plastid coproporphyrinogen oxidase isoform	GO:0006779|GO:0004109|GO:0055114
SymbC1.scaffold7870.4.m1	NA	
SymbC1.scaffold7871.1.m1	ATP-dependent DNA helicase PIF1	
SymbC1.scaffold7871.3.m1	ATP-dependent DNA helicase PIF1	
SymbC1.scaffold7871.4.m1	ATP-dependent DNA helicase PIF1	
SymbC1.scaffold7872.1.m1	hypothetical protein AK812_SmicGene20211	
SymbC1.scaffold7872.2.m1	NAD(P)-dependent oxidoreductase	GO:0005524|GO:0003777|GO:0050661|GO:0072383|GO:0016491|GO:0055114|GO:0008017
