EntrezGeneID	Annotation
aten_0.1.m1.36490.m1	E3 ubiquitin- ligase TRIM71-like
aten_0.1.m1.36491.m1	E3 ubiquitin- ligase TRIM71-like
aten_0.1.m1.36492.m1	E3 ubiquitin- ligase TRIM71-like
aten_0.1.m1.36493.m1	E3 ubiquitin- ligase TRIM71-like
aten_0.1.m1.36494.m1	fibroblast growth factor receptor 4-like
aten_0.1.m1.36495.m1	hemicentin-1-like isoform X1
aten_0.1.m1.36496.m1	ephrin type-B receptor 1-B-like isoform X1
aten_0.1.m1.36497.m1	ephrin type-B receptor 1-B-like isoform X1
aten_0.1.m1.36498.m1	VWFA and cache domain-containing 1-like isoform X1
aten_0.1.m1.365.m1	trace amine-associated receptor 9-like
aten_0.1.m1.3650.m1	Beta-1 adrenergic receptor
aten_0.1.m1.36500.m1	PR domain zinc finger 14-like
aten_0.1.m1.36501.m1	mu-type opioid receptor-like
aten_0.1.m1.36502.m1	rho-related racA-like
aten_0.1.m1.36503.m1	mu-type opioid receptor-like
aten_0.1.m1.36505.m1	predicted protein
aten_0.1.m1.36506.m1	histone deacetylase 6 isoform X1
aten_0.1.m1.36507.m1	PREDICTED: uncharacterized protein LOC107339913
aten_0.1.m1.3651.m1	VAC14 homolog
aten_0.1.m1.36510.m1	malonyl- mitochondrial-like
aten_0.1.m1.36511.m1	PREDICTED: uncharacterized protein LOC107340806
aten_0.1.m1.36512.m1	PREDICTED: uncharacterized protein LOC107353207
aten_0.1.m1.36514.m1	Tetratricopeptide repeat 28
aten_0.1.m1.36516.m1	ATP-dependent DNA helicase Q1
aten_0.1.m1.36517.m1	hypothetical protein AWC38_SpisGene18653
aten_0.1.m1.36518.m1	Craniofacial development 2
aten_0.1.m1.36519.m1	PREDICTED: uncharacterized protein LOC107345255
aten_0.1.m1.3652.m1	Retinitis pigmentosa 9 -like
aten_0.1.m1.36520.m1	major facilitator superfamily domain-containing 12-like
aten_0.1.m1.36522.m1	alpha-1,3-mannosyl-glyco 4-beta-N-acetylglucosaminyltransferase C-like
aten_0.1.m1.36523.m1	gamma-aminobutyric acid receptor subunit beta-like
aten_0.1.m1.36524.m1	PREDICTED: uncharacterized protein LOC107349509 isoform X6
aten_0.1.m1.36525.m1	origin recognition complex subunit 1-like isoform X1
aten_0.1.m1.36526.m1	beta,beta-carotene 9 ,10 -oxygenase-like
aten_0.1.m1.36527.m1	ZP domain-containing -like
aten_0.1.m1.36528.m1	steroid 17-alpha-hydroxylase 17,20 lyase-like
aten_0.1.m1.36529.m1	uncharacterized protein LOC110234272
aten_0.1.m1.3653.m1	uncharacterized protein LOC110051764
aten_0.1.m1.36530.m1	Retrovirus-related Pol poly from transposon
aten_0.1.m1.36533.m1	ATP-dependent DNA helicase PIF1
aten_0.1.m1.36534.m1	ATP-dependent DNA helicase PIF1
aten_0.1.m1.36535.m1	---NA---
aten_0.1.m1.36536.m1	Centromere-associated E
aten_0.1.m1.36537.m1	PREDICTED: uncharacterized protein LOC107344295
aten_0.1.m1.36538.m1	hypothetical protein AWC38_SpisGene21784
aten_0.1.m1.3654.m1	FACT complex subunit SPT16
aten_0.1.m1.36541.m1	Retrovirus-related Pol poly from transposon
aten_0.1.m1.36542.m1	centromere-associated E-like isoform X1
aten_0.1.m1.36544.m1	Centromere-associated E
aten_0.1.m1.36547.m1	Centromere-associated E
aten_0.1.m1.3655.m1	octopamine receptor-like
aten_0.1.m1.36550.m1	E3 ubiquitin- ligase BRE1-like
aten_0.1.m1.36552.m1	Retrovirus-related Pol poly from type-1 retrotransposable element R1 2
aten_0.1.m1.36553.m1	HRAS-like suppressor 3
aten_0.1.m1.36554.m1	sec1 family domain-containing 1
aten_0.1.m1.36555.m1	YIF1B-like isoform X2
aten_0.1.m1.36556.m1	WD repeat-containing 20-like isoform X1
aten_0.1.m1.36557.m1	actin-related 2
aten_0.1.m1.3656.m1	uncharacterized protein LOC110061637 isoform X2
aten_0.1.m1.36560.m1	transient receptor potential cation channel subfamily M member 6-like
aten_0.1.m1.36563.m1	DNA polymerase kappa-like
aten_0.1.m1.36564.m1	potassium channel subfamily K member 1-like
aten_0.1.m1.36565.m1	serine palmitoyltransferase 2-like
aten_0.1.m1.36566.m1	serine palmitoyltransferase 2-like
aten_0.1.m1.36568.m1	rab3 GTPase-activating non-catalytic subunit-like
aten_0.1.m1.36569.m1	microfibril-associated glyco 4-like
aten_0.1.m1.3657.m1	PREDICTED: uncharacterized protein LOC107356861 isoform X1
aten_0.1.m1.36570.m1	L-asparaginase like
aten_0.1.m1.36571.m1	microfibril-associated glyco 4-like
aten_0.1.m1.36573.m1	nischarin-like
aten_0.1.m1.36574.m1	N-terminal kinase
aten_0.1.m1.36575.m1	Crossover junction endonuclease MUS81
aten_0.1.m1.36576.m1	PREDICTED: uncharacterized protein LOC107356891
aten_0.1.m1.36577.m1	3 (2 ),5 -bisphosphate nucleotidase 1-like
aten_0.1.m1.36578.m1	synaptotagmin-7-like isoform X1
aten_0.1.m1.36579.m1	mitochondrial substrate carrier family G-like
aten_0.1.m1.3658.m1	tyramine receptor 1-like
aten_0.1.m1.36580.m1	neuroblast differentiation-associated AHNAK-like
aten_0.1.m1.36582.m1	aprataxin and PNK-like factor
aten_0.1.m1.36583.m1	tumor susceptibility gene 101 -like isoform X1
aten_0.1.m1.36584.m1	Acid trehalase 1
aten_0.1.m1.36585.m1	glutamic acid-rich -like
aten_0.1.m1.36586.m1	N-acetylated-alpha-linked acidic dipeptidase 2-like isoform X2
aten_0.1.m1.36588.m1	transport Sec23A-like
aten_0.1.m1.36589.m1	adenosine 3 -phospho 5 -phosphosulfate transporter 1-like
aten_0.1.m1.3659.m1	something about silencing 10-like
aten_0.1.m1.36590.m1	PREDICTED: uncharacterized protein LOC107353986
aten_0.1.m1.36591.m1	tauropine dehydrogenase-like
aten_0.1.m1.36592.m1	tauropine dehydrogenase-like
aten_0.1.m1.36594.m1	E3 ubiquitin- ligase pub2
aten_0.1.m1.36595.m1	PREDICTED: uncharacterized protein LOC107353970
aten_0.1.m1.36596.m1	endonuclease-reverse transcriptase
aten_0.1.m1.36597.m1	interferon alpha-inducible 27 2A
aten_0.1.m1.36599.m1	Serine threonine- phosphatase 2A regulatory subunit B subunit gamma
aten_0.1.m1.366.m1	crossbronx homolog
aten_0.1.m1.3660.m1	bifunctional arginine demethylase and lysyl-hydroxylase psr-1-like
aten_0.1.m1.36600.m1	scavenger receptor cysteine-rich domain superfamily -like
aten_0.1.m1.36601.m1	allatostatin-A receptor-like
aten_0.1.m1.36602.m1	PREDICTED: uncharacterized protein LOC107353975
aten_0.1.m1.36604.m1	scavenger receptor class A member 3-like
aten_0.1.m1.36605.m1	leucine-rich repeat serine threonine- kinase 2-like
aten_0.1.m1.36606.m1	MAM and LDL-receptor class A domain-containing 1-like isoform X3
aten_0.1.m1.36607.m1	serine-rich adhesin for platelets-like isoform X1
aten_0.1.m1.36608.m1	serine-rich adhesin for platelets-like isoform X1
aten_0.1.m1.3661.m1	PREDICTED: uncharacterized protein LOC107356845 isoform X1
aten_0.1.m1.36610.m1	tectonin beta-propeller repeat-containing 2-like
aten_0.1.m1.36611.m1	serine-rich adhesin for platelets-like isoform X1
aten_0.1.m1.36612.m1	DNA-directed RNA polymerases I and III subunit RPAC1
aten_0.1.m1.36614.m1	---NA---
aten_0.1.m1.36616.m1	Neuron navigator 3
aten_0.1.m1.36617.m1	hypothetical protein AC249_AIPGENE18305
aten_0.1.m1.36618.m1	receptor-type tyrosine- phosphatase delta-like
aten_0.1.m1.36619.m1	CUB and peptidase domain-containing 1-like
aten_0.1.m1.3662.m1	angiopoietin-1 receptor-like
aten_0.1.m1.36620.m1	mucin isoform X3
aten_0.1.m1.36621.m1	MAM and LDL-receptor class A domain-containing 1-like
aten_0.1.m1.36622.m1	phosphatidylinositol phosphatase PTPRQ-
aten_0.1.m1.36623.m1	galectin-3-binding -like
aten_0.1.m1.36624.m1	scavenger receptor cysteine-rich domain-containing group B -like
aten_0.1.m1.36625.m1	ame: Full=MAM and fibronectin type III domain-containing 1
aten_0.1.m1.36626.m1	ame: Full=CUB and peptidase domain-containing 1 Flags: Precursor
aten_0.1.m1.36627.m1	mannan-binding lectin serine protease 1-like
aten_0.1.m1.36628.m1	mucin isoform X3
aten_0.1.m1.36629.m1	mucin isoform X3
aten_0.1.m1.3663.m1	something about silencing 10-like
aten_0.1.m1.36631.m1	MAM and LDL-receptor class A domain-containing 1-like isoform X1
aten_0.1.m1.36632.m1	Mucin-4
aten_0.1.m1.36633.m1	S1 RNA-binding domain-containing 1-like
aten_0.1.m1.36634.m1	uncharacterized protein LOC110043197
aten_0.1.m1.36635.m1	transmembrane 62-like
aten_0.1.m1.36636.m1	collagen alpha-1(I) chain-
aten_0.1.m1.36637.m1	probable serine incorporator
aten_0.1.m1.36638.m1	macrophage scavenger receptor types I and II-like
aten_0.1.m1.36639.m1	collectin-12-like isoform X1
aten_0.1.m1.3664.m1	60S ribosomal L14-like
aten_0.1.m1.36640.m1	mammalian ependymin-related 1-like
aten_0.1.m1.36641.m1	E3 ubiquitin- ligase synoviolin
aten_0.1.m1.36642.m1	NRDE2 homolog
aten_0.1.m1.36643.m1	nuclear factor NF-kappa-B p105 subunit-like isoform X1
aten_0.1.m1.36644.m1	Mitochondrial genome maintenance exonuclease 1
aten_0.1.m1.36645.m1	ERO1 beta
aten_0.1.m1.36646.m1	tetraspanin-33-like isoform X1
aten_0.1.m1.36647.m1	UPF0764 C16orf89-like
aten_0.1.m1.36648.m1	---NA---
aten_0.1.m1.36649.m1	serum response factor-like
aten_0.1.m1.3665.m1	engulfment and cell motility 1-like
aten_0.1.m1.36650.m1	speedy A-like
aten_0.1.m1.36651.m1	UPF0568 C14orf166 homolog
aten_0.1.m1.36654.m1	PREDICTED: uncharacterized protein LOC107354907
aten_0.1.m1.36655.m1	PREDICTED: uncharacterized protein LOC107354907
aten_0.1.m1.36656.m1	Gelation factor
aten_0.1.m1.36657.m1	CST complex subunit STN1-like
aten_0.1.m1.36658.m1	cell growth regulator with RING finger domain 1-like
aten_0.1.m1.36659.m1	L-rhamnose mutarotase
aten_0.1.m1.3666.m1	angiopoietin-1 receptor-like
aten_0.1.m1.36660.m1	Smaug homolog 1-like isoform X1
aten_0.1.m1.36661.m1	GTP cyclohydrolase 1-like
aten_0.1.m1.36662.m1	E3 ubiquitin- ligase FANCL-like
aten_0.1.m1.36663.m1	RNA polymerase II-associated factor 1 homolog
aten_0.1.m1.36664.m1	histone acetyltransferase KAT5-like
aten_0.1.m1.36665.m1	DNA-directed RNA polymerase III subunit RPC6
aten_0.1.m1.36666.m1	ATP-dependent RNA helicase DHX57
aten_0.1.m1.36667.m1	uncharacterized protein LOC111327990 isoform X3
aten_0.1.m1.36668.m1	RNA-binding pno1-like
aten_0.1.m1.36669.m1	---NA---
aten_0.1.m1.3667.m1	flavin-containing monooxygenase FMO GS-OX-like 4
aten_0.1.m1.36670.m1	peroxidasin homolog
aten_0.1.m1.36671.m1	endoribonuclease Dicer-like
aten_0.1.m1.36673.m1	Ras-related Rab-1A
aten_0.1.m1.36674.m1	adenylate kinase 7-like
aten_0.1.m1.36675.m1	RNA-binding 25-like isoform X1
aten_0.1.m1.36676.m1	ras-related Rab-1A
aten_0.1.m1.36677.m1	nuclease HARBI1
aten_0.1.m1.36678.m1	RNA-directed DNA polymerase from mobile element jockey
aten_0.1.m1.36679.m1	PREDICTED: uncharacterized protein LOC107354887
aten_0.1.m1.3668.m1	neural cell adhesion molecule L1
aten_0.1.m1.36680.m1	uncharacterized protein LOC111347231 isoform X1
aten_0.1.m1.36681.m1	CMP-sialic acid transporter 1-like
aten_0.1.m1.36682.m1	---NA---
aten_0.1.m1.36683.m1	---NA---
aten_0.1.m1.36684.m1	Major facilitator superfamily domain-containing 8
aten_0.1.m1.36685.m1	WD repeat-containing 25-like
aten_0.1.m1.36686.m1	cleft lip and palate transmembrane 1 homolog
aten_0.1.m1.36688.m1	peroxisomal N(1)-acetyl-spermine spermidine oxidase-like
aten_0.1.m1.36689.m1	ras-related Rab-1A
aten_0.1.m1.3669.m1	Dolichol-phosphate mannosyltransferase subunit 1
aten_0.1.m1.36690.m1	MEMO1-like
aten_0.1.m1.36691.m1	lysocardiolipin acyltransferase 1-like isoform X1
aten_0.1.m1.36692.m1	insulinoma-associated 1b-like
aten_0.1.m1.36693.m1	tight junction-associated 1-like
aten_0.1.m1.36695.m1	retinol dehydrogenase 7-like isoform X1
aten_0.1.m1.36696.m1	Chain Crystal Structure Of Menin Reveals The Binding Site For Mixed Lineage Leukemia (Mll)
aten_0.1.m1.36697.m1	probable ATP-dependent RNA helicase DDX49
aten_0.1.m1.36698.m1	eukaryotic translation initiation factor 5-like
aten_0.1.m1.36699.m1	triokinase FMN cyclase-like
aten_0.1.m1.367.m1	Chromatin modification-related YNG2
aten_0.1.m1.3670.m1	neural cell adhesion molecule L1
aten_0.1.m1.36700.m1	octopamine receptor 1-like
aten_0.1.m1.36701.m1	ribonuclease Oy-like
aten_0.1.m1.36702.m1	DNA-directed RNA polymerase II subunit RPB7
aten_0.1.m1.36703.m1	39S ribosomal mitochondrial
aten_0.1.m1.36704.m1	multidrug resistance-associated 4-like
aten_0.1.m1.36705.m1	phosphatase 1 regulatory subunit 16A isoform X3
aten_0.1.m1.36706.m1	octopamine receptor 1-like
aten_0.1.m1.36707.m1	octopamine receptor Oamb-like
aten_0.1.m1.36708.m1	polyadenylate-binding 5-like isoform X9
aten_0.1.m1.36709.m1	hydrolethalus syndrome 1 homolog
aten_0.1.m1.3671.m1	Down syndrome cell adhesion molecule
aten_0.1.m1.36710.m1	PREDICTED: uncharacterized protein LOC107353207
aten_0.1.m1.36712.m1	BTB POZ domain-containing 9-like
aten_0.1.m1.36713.m1	Gelation factor
aten_0.1.m1.36714.m1	pyruvate mitochondrial-like
aten_0.1.m1.36715.m1	forkhead box G1-like
aten_0.1.m1.36716.m1	Acidic fibroblast growth factor intracellular-binding
aten_0.1.m1.36718.m1	Gelation factor
aten_0.1.m1.36719.m1	TAF6-like RNA polymerase II p300 CBP-associated factor-associated factor 65 kDa subunit 6L
aten_0.1.m1.3672.m1	PREDICTED: uncharacterized protein LOC107344210 isoform X1
aten_0.1.m1.36720.m1	Programmed cell death 2
aten_0.1.m1.36721.m1	probable G- coupled receptor No9
aten_0.1.m1.36722.m1	5-hydroxytryptamine receptor 2C-like
aten_0.1.m1.36723.m1	spore coat -like
aten_0.1.m1.36724.m1	octopamine receptor 1-like
aten_0.1.m1.36725.m1	PREDICTED: uncharacterized protein LOC107338150
aten_0.1.m1.36726.m1	probable E3 ubiquitin- ligase RNF217
aten_0.1.m1.36727.m1	PREDICTED: uncharacterized protein LOC107338107
aten_0.1.m1.36728.m1	Gelation factor
aten_0.1.m1.36730.m1	histamine H2 receptor-like
aten_0.1.m1.36731.m1	spastin-like isoform X1
aten_0.1.m1.36732.m1	endoribonuclease Dicer-like
aten_0.1.m1.36733.m1	retinoid isomerohydrolase-like
aten_0.1.m1.36734.m1	KICSTOR complex kaptin
aten_0.1.m1.36735.m1	kelch 12
aten_0.1.m1.36736.m1	E3 ubiquitin- ligase RNF8-like
aten_0.1.m1.36737.m1	ATP-dependent DNA helicase Q1
aten_0.1.m1.36738.m1	kelch 12
aten_0.1.m1.36739.m1	kelch 12
aten_0.1.m1.3674.m1	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16-like
aten_0.1.m1.36740.m1	kelch 12
aten_0.1.m1.36741.m1	kelch 12
aten_0.1.m1.36742.m1	kelch 12
aten_0.1.m1.36743.m1	kelch 12
aten_0.1.m1.36744.m1	polycomb group Pc-like
aten_0.1.m1.36746.m1	alpha-ketoglutarate-dependent dioxygenase alkB homolog 6-like
aten_0.1.m1.36747.m1	monocarboxylate transporter 3-like
aten_0.1.m1.36749.m1	disheveled-associated activator of morphogenesis 1-like isoform X3
aten_0.1.m1.3675.m1	dynein heavy chain axonemal-like
aten_0.1.m1.36750.m1	PREDICTED: uncharacterized protein LOC107344811
aten_0.1.m1.36751.m1	PREDICTED: uncharacterized protein LOC107344838
aten_0.1.m1.36752.m1	kinesin KIF6
aten_0.1.m1.36753.m1	kinesin KIF6
aten_0.1.m1.36754.m1	PREDICTED: uncharacterized protein LOC107344811
aten_0.1.m1.36755.m1	uncharacterized protein LOC110056850
aten_0.1.m1.36756.m1	ribosomal S6 kinase alpha-5 isoform X1
aten_0.1.m1.36757.m1	Apocarotenoid-15,15 -oxygenase
aten_0.1.m1.36758.m1	legumain-like
aten_0.1.m1.36759.m1	Translation initiation factor IF- mitochondrial
aten_0.1.m1.3676.m1	PREDICTED: uncharacterized protein LOC107344210 isoform X1
aten_0.1.m1.36760.m1	beclin 1-associated autophagy-related key regulator-like
aten_0.1.m1.36761.m1	PREDICTED: uncharacterized protein LOC107327343 isoform X1
aten_0.1.m1.36764.m1	Proteasome subunit alpha type-3
aten_0.1.m1.36765.m1	Acetyl-coenzyme A synthetase 2- mitochondrial
aten_0.1.m1.36767.m1	tolloid 2
aten_0.1.m1.36768.m1	prolyl-tRNA synthetase associated domain-containing 1-like
aten_0.1.m1.36769.m1	uncharacterized protein LOC111330950
aten_0.1.m1.3677.m1	PREDICTED: uncharacterized protein LOC107349537, partial
aten_0.1.m1.36770.m1	troponin C-like
aten_0.1.m1.36771.m1	RNA pseudouridylate synthase domain-containing 4
aten_0.1.m1.36772.m1	leucine-rich repeat-containing 43-like
aten_0.1.m1.36773.m1	Iron-sulfur cluster co-chaperone mitochondrial
aten_0.1.m1.36774.m1	Amyloid -binding 2
aten_0.1.m1.36776.m1	---NA---
aten_0.1.m1.36777.m1	coiled-coil domain-containing 157-like
aten_0.1.m1.36778.m1	coiled-coil-helix-coiled-coil-helix domain-containing 2-like
aten_0.1.m1.36779.m1	short-chain specific acyl- mitochondrial-like
aten_0.1.m1.3678.m1	PREDICTED: uncharacterized protein LOC107344210 isoform X1
aten_0.1.m1.36780.m1	meiotic nuclear division 1 homolog
aten_0.1.m1.36781.m1	PREDICTED: uncharacterized protein LOC107340847
aten_0.1.m1.36782.m1	E3 ubiquitin- ligase rnf146-like
aten_0.1.m1.36783.m1	leucine-rich repeat-containing 74A-like
aten_0.1.m1.36784.m1	moonraker-like isoform X1
aten_0.1.m1.36785.m1	DEP domain-containing mTOR-interacting -like
aten_0.1.m1.36786.m1	yippee-like 2 isoform X1
aten_0.1.m1.36787.m1	Transcriptional adapter 2-alpha
aten_0.1.m1.36788.m1	coiled-coil domain-containing 74A-like
aten_0.1.m1.36789.m1	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon-like
aten_0.1.m1.3679.m1	PREDICTED: uncharacterized protein LOC107344210 isoform X1
aten_0.1.m1.36790.m1	peptidyl-prolyl cis-trans isomerase-like 2
aten_0.1.m1.36791.m1	two pore calcium channel 1-like
aten_0.1.m1.36792.m1	PREDICTED: uncharacterized protein LOC107340824
aten_0.1.m1.36793.m1	bolA 2
aten_0.1.m1.36794.m1	glycerophosphodiester phosphodiesterase domain-containing 1-like
aten_0.1.m1.36795.m1	flocculation FLO11-like isoform X2
aten_0.1.m1.36796.m1	tetratricopeptide repeat 28-like isoform X5
aten_0.1.m1.36797.m1	E3 ubiquitin- ligase RGLG4-like
aten_0.1.m1.36798.m1	Tubulin-specific chaperone E
aten_0.1.m1.36799.m1	tetratricopeptide repeat 28-like isoform X1
aten_0.1.m1.368.m1	cystinosin homolog
aten_0.1.m1.3680.m1	ORF MSV196 ALI motif gene family
aten_0.1.m1.36800.m1	seleno H
aten_0.1.m1.36801.m1	PREDICTED: uncharacterized protein LOC107327603
aten_0.1.m1.36802.m1	serine threonine- kinase MAK-like
aten_0.1.m1.36803.m1	adrenocorticotropic hormone receptor-like
aten_0.1.m1.36804.m1	Peptidyl-tRNA hydrolase mitochondrial
aten_0.1.m1.36805.m1	ubiquitin carboxyl-terminal hydrolase 32-like
aten_0.1.m1.36806.m1	MAM and LDL-receptor class A domain-containing 1-like
aten_0.1.m1.36807.m1	CUE domain-containing 1
aten_0.1.m1.36808.m1	anaphase-promoting complex subunit 7-like
aten_0.1.m1.36809.m1	EH domain-containing 1-like
aten_0.1.m1.3681.m1	PREDICTED: uncharacterized protein LOC107349548 isoform X1
aten_0.1.m1.36810.m1	density-regulated homolog
aten_0.1.m1.36811.m1	PREDICTED: uncharacterized protein LOC107355114
aten_0.1.m1.36812.m1	PREDICTED: uncharacterized protein LOC107355268
aten_0.1.m1.36815.m1	palmitoyl- thioesterase 1-like
aten_0.1.m1.36816.m1	PREDICTED: uncharacterized protein LOC107355344
aten_0.1.m1.36817.m1	PREDICTED: uncharacterized protein LOC107355344
aten_0.1.m1.36818.m1	uncharacterized protein C18orf8-like
aten_0.1.m1.36819.m1	uncharacterized protein LOC111327686
aten_0.1.m1.3682.m1	Ankyrin repeat domain-containing 54
aten_0.1.m1.36820.m1	aldo keto reductase
aten_0.1.m1.36821.m1	phosphatase 1 regulatory subunit 42-like
aten_0.1.m1.36822.m1	L-threonine 3- mitochondrial-like
aten_0.1.m1.36823.m1	otoferlin-like isoform X6
aten_0.1.m1.36824.m1	nuclear pore complex Nup153-like
aten_0.1.m1.36825.m1	nuclear pore complex Nup153-like isoform X1
aten_0.1.m1.36826.m1	FAM135B-like isoform X1
aten_0.1.m1.36827.m1	Potassium voltage-gated channel subfamily A member 2
aten_0.1.m1.36829.m1	WAT1-related At3g45870-like
aten_0.1.m1.36830.m1	prolactin regulatory element-binding -like
aten_0.1.m1.36832.m1	cystinosin homolog
aten_0.1.m1.36833.m1	collagen alpha-2(I) chain-like
aten_0.1.m1.36834.m1	cystinosin homolog
aten_0.1.m1.36835.m1	syntaxin-7-like isoform X1
aten_0.1.m1.36836.m1	urease accessory F-like
aten_0.1.m1.36837.m1	transmembrane 9 superfamily member 4-like
aten_0.1.m1.36838.m1	geminin-like
aten_0.1.m1.36840.m1	uncharacterized protein LOC110066058
aten_0.1.m1.36841.m1	nucleolar 58-like
aten_0.1.m1.36842.m1	NEDD8-activating enzyme E1 regulatory subunit-like
aten_0.1.m1.36843.m1	probable proline dehydrogenase 2
aten_0.1.m1.36844.m1	Adenosine 3 -phospho 5 -phosphosulfate transporter 2
aten_0.1.m1.36845.m1	DNA ligase 1-like
aten_0.1.m1.36846.m1	serine threonine- phosphatase mitochondrial-like isoform X1
aten_0.1.m1.36847.m1	PREDICTED: uncharacterized protein LOC107328277
aten_0.1.m1.36848.m1	Transmembrane channel 7
aten_0.1.m1.36849.m1	synaptic vesicle 2-related -like
aten_0.1.m1.3685.m1	dynein heavy chain axonemal-like
aten_0.1.m1.36850.m1	octopamine receptor beta-1R-like
aten_0.1.m1.36851.m1	uncharacterized protein KIAA1841-like
aten_0.1.m1.36852.m1	ubiquitin fusion degradation 1 homolog
aten_0.1.m1.36853.m1	potassium channel
aten_0.1.m1.36854.m1	FACT complex subunit SSRP1-like
aten_0.1.m1.36855.m1	ABHD15-like
aten_0.1.m1.36856.m1	PREDICTED: uncharacterized protein LOC107351119
aten_0.1.m1.36857.m1	signal peptide peptidase-like 3
aten_0.1.m1.36858.m1	peroxisomal membrane 2-like
aten_0.1.m1.36859.m1	centromere J-like
aten_0.1.m1.3686.m1	uncharacterized protein LOC110040221
aten_0.1.m1.36860.m1	zinc finger HIT domain-containing 3-like
aten_0.1.m1.36861.m1	serine arginine repetitive matrix 2-like
aten_0.1.m1.36862.m1	bleomycin hydrolase-like
aten_0.1.m1.36863.m1	ketosamine-3-kinase-like isoform X2
aten_0.1.m1.36865.m1	adrenocorticotropic hormone receptor-like
aten_0.1.m1.36866.m1	ribosomal mitochondrial-like
aten_0.1.m1.36867.m1	replication factor C subunit 2-like
aten_0.1.m1.36868.m1	acyl- dehydrogenase family member 10-like
aten_0.1.m1.36869.m1	PREDICTED: uncharacterized protein LOC107333187
